X,Y,OBJECTID,Year,SiteYearID,SiteID,SampleDate,Dry_rating,DensTtl,Dens_A1,Dens_A2,Dens_S1,Dens_S2,Sp_Sthd,Sp_SthdRT,Sp_Coho,Sp_Cst_Sculp,Sp_Prk_Sculp,Sp_Rif_Sculp,Sp_Sa_Suck,Sp_Ca_Rch,Sp_Stick,Sp_Lamp,Sp_Dace,Sp_Bl_Gill,Sp_HCH,Sp_T_goby,Sp_A_goby,Sp_YF_goby,Sp_MQF,SP_BayPF,Sp_Stag_Scul,Sp_Str_Flo,Sp_Tp_Smlt,Sp_Shin_SP,Sp_Pac_Herr,Sp_Gi_Sal,Sp_Ywl_Fg,Sp_Rd_Fg,Sp_Bl_Fg,Sp_Ca_Nwt,Sp_Rgh_Nwt,Sp_NWT,Sp_Sln_Sal,Sp_Ws_Turt,Sp_Brwn_Trt,Sp_Pike_Minw,Sp_Gld_Shin,Sp_Grn_SF,Sp_LM_Bass,Sp_Gld_Fish,Sp_Stp_Mull,SiteSort,Watershed,YearLabel,GlobalID,Sp_Dwarf_SP,Sp_CbznScp,LJ_Mudsucker,DiamondTurbot,CalHalibut
-122.119096786,37.1206429900001,1231,2001,2001-SLR-main-9,SLR-main-9,2001/10/01 00:00:00+00,1,29.6,28.9,0.6,28.4,1.2,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,SLR,2001,{E63DDFF6-856F-4FA2-91CC-AC02589A873F},,,,,
-122.134448816,37.1542364410001,1232,2001,2001-SLR-main-10,SLR-main-10,2001/10/01 00:00:00+00,1,19.7,15.9,4.1,12.2,7.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,SLR,2001,{783A9711-A6F7-4E88-AE59-CE661A1B04E2},,,,,
-122.138880615,37.173365743,1233,2001,2001-SLR-main-11,SLR-main-11,2001/10/01 00:00:00+00,1,25.1,21.8,4.7,18.7,6.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,SLR,2001,{58989C8B-C23D-4F8B-BEC2-84916CC287D9},,,,,
-122.147415892,37.200855007,1234,2001,2001-SLR-main-12a,SLR-main-12a,2001/10/01 00:00:00+00,1,49.8,37.3,12.9,40.3,9.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,SLR,2001,{B58CE1DA-73C9-48AE-9092-79F24E637959},,,,,
-122.140956866,37.2120753340001,1235,2001,2001-SLR-main-12b,SLR-main-12b,2001/10/01 00:00:00+00,1,30.4,15.8,14.3,17.4,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,SLR,2001,{F67F3693-4DC8-4A5D-A8AE-6A9C7E8D2579},,,,,
-122.064113991,37.0507919900001,1236,2001,2001-SLR-zayt-13a,SLR-zayt-13a,2001/10/01 00:00:00+00,1,54.8,52.9,1.9,52.9,1.9,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,SLR,2001,{7EE0D4AB-BB0B-4522-A1D8-41123932F394},,,,,
-122.057311933,37.068783082,1237,2001,2001-SLR-zayt-13b,SLR-zayt-13b,2001/10/01 00:00:00+00,1,38,31.2,6.8,31.2,6.8,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,SLR,2001,{7B937D21-9830-4A24-B5EC-61F89E25FBDE},,,,,
-122.05469425,37.075383822,1238,2001,2001-SLR-zayt-13c,SLR-zayt-13c,2001/10/01 00:00:00+00,1,40,30.9,9.1,30.9,9.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,SLR,2001,{AB0EC083-79CF-4354-8ADB-B0E3965E5664},,,,,
-122.043268486,37.089884198,1239,2001,2001-SLR-zayt-13d,SLR-zayt-13d,2001/10/01 00:00:00+00,1,84.1,67,17.1,67,17.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,SLR,2001,{9859B82C-7F9D-4859-B8E7-59A9100AE051},,,,,
-122.060550142,37.0526281240001,1240,2001,2001-SLR-bean-14a,SLR-bean-14a,2001/10/01 00:00:00+00,1,38,36,2,36,2,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,SLR,2001,{8105115D-4062-455F-9AC7-934680AD66B7},,,,,
-122.033608692,37.0565846970001,1241,2001,2001-SLR-bean-14b,SLR-bean-14b,2001/10/01 00:00:00+00,1,65.5,60.2,5.3,60.2,5.3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,SLR,2001,{DDE3451C-46D9-47E3-8A55-255D0147CC68},,,,,
-122.014386854,37.073014405,1242,2001,2001-SLR-bean-14c,SLR-bean-14c,2001/10/01 00:00:00+00,1,36.8,18.1,18.7,18.1,18.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,SLR,2001,{3A282367-8BA0-4F13-942F-8EA6E38E172A},,,,,
-122.086105512,37.051597503,1243,2001,2001-SLR-fall-15b,SLR-fall-15b,2001/10/01 00:00:00+00,1,59.8,45.4,14.4,45.4,14.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,SLR,2001,{620344E0-30B9-49E9-8D3F-E963EFEFC583},,,,,
-122.076741114,37.087103074,1244,2001,2001-SLR-newl-16,SLR-newl-16,2001/10/01 00:00:00+00,1,40.3,35.6,4.7,35.6,4.7,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,SLR,2001,{61EBB2D0-FD67-479D-BAA3-316129B549A8},,,,,
-122.125304156,37.1256215980001,1245,2001,2001-SLR-bldr-17a,SLR-bldr-17a,2001/10/01 00:00:00+00,1,61.1,55.9,5.2,55.9,5.2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,SLR,2001,{3DD9DCE7-2715-4F5A-A698-96D1F7A2946A},,,,,
-122.146532709,37.1388204100001,1246,2001,2001-SLR-bldr-17b,SLR-bldr-17b,2001/10/01 00:00:00+00,1,51.8,38.9,12.9,38.9,12.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,SLR,2001,{6E55B22C-3E09-4DC7-AB38-8E2C7643ADD3},,,,,
-122.154435315,37.1432024330001,1247,2001,2001-SLR-bldr-17c,SLR-bldr-17c,2001/10/01 00:00:00+00,1,39.4,30.7,8.7,30.7,8.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,SLR,2001,{EB9170B4-256A-46DF-BB19-E2ED16E38357},,,,,
-122.099639806,37.136301867,1248,2001,2001-SLR-bear-18a,SLR-bear-18a,2001/10/01 00:00:00+00,1,58.8,50.8,8,50.8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,SLR,2001,{80640DAA-9F0B-42FB-BE42-BE4C7426F38B},,,,,
-122.076625325,37.162682836,1249,2001,2001-SLR-bear-18b,SLR-bear-18b,2001/10/01 00:00:00+00,1,70.1,48.1,22.1,51,19.1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,SLR,2001,{50F70421-5884-4CF1-A1D1-34BFFD71C029},,,,,
-122.126289054,37.1595595640001,1250,2001,2001-SLR-king-19a,SLR-king-19a,2001/10/01 00:00:00+00,1,7.6,6,1.6,6,1.6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,SLR,2001,{3FC3123F-88A7-4DAD-B17A-DCF4E041C711},,,,,
-122.119667942,37.177750028,1251,2001,2001-SLR-king-19b,SLR-king-19b,2001/10/01 00:00:00+00,1,47.6,34.6,12.8,37.5,10.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,SLR,2001,{F5F8D034-2C33-4E15-89EF-1785DE83A7DA},,,,,
-122.017280888,36.9945676500001,1252,2001,2001-SLR-carb-20a,SLR-carb-20a,2001/10/01 00:00:00+00,1,19.6,16.5,3.1,16.5,3.1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,SLR,2001,{3C0BDFDF-3622-467A-8A04-580A35BDD8AF},,,,,
-122.016756743,37.011304189,1253,2001,2001-SLR-carb-20b,SLR-carb-20b,2001/10/01 00:00:00+00,1,45.2,33.4,11.8,33.4,11.8,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,SLR,2001,{5A0FCC08-EB47-4696-9F8B-A134CEE43981},,,,,
-121.998284378,37.016089263,1254,2001,2001-SLR-bran-21a2,SLR-bran-21a2,2001/10/01 00:00:00+00,1,45.2,34.2,11,34.2,11,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,SLR,2001,{98BBC345-BD73-4E69-A105-4208522BD204},,,,,
-121.986101342,37.0349424570001,1255,2001,2001-SLR-bran-21b,SLR-bran-21b,2001/10/01 00:00:00+00,1,57.5,49.4,8.1,49.4,8.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,SLR,2001,{B6EE01E4-B614-4892-A4C0-1438F43B1815},,,,,
-121.955335956,36.986419529,1256,2001,2001-SOQ-main-1,SOQ-main-1,2001/10/09 00:00:00+00,1,3.5,2.8,0.7,0.5,3,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,SOQ,2001,{379C42BD-EB5F-4080-9210-33893067DFC7},,,,,
-121.95568998,36.9913217530001,1257,2001,2001-SOQ-main-2,SOQ-main-2,2001/10/09 00:00:00+00,1,7.7,6.3,1.4,2.2,5.5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,SOQ,2001,{92D7299D-E571-4CBF-8A71-D4E0CB8985FC},,,,,
-121.954999876,36.995646128,1258,2001,2001-SOQ-main-3,SOQ-main-3,2001/10/09 00:00:00+00,1,8.4,8.2,0.2,4,4.4,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,SOQ,2001,{E9F20EA6-FA97-4752-815B-5D72771CAF76},,,,,
-121.954292624,36.9994145530001,1259,2001,2001-SOQ-main-4,SOQ-main-4,2001/10/10 00:00:00+00,1,23,19.9,0.7,7.6,15.4,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,SOQ,2001,{CCD6ED6E-86A2-45A4-9C93-66C8B4814578},,,,,
-121.951673601,37.0067815310001,1260,2001,2001-SOQ-main-5,SOQ-main-5,2001/10/12 00:00:00+00,1,28,27.2,0.5,21.6,6.4,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,SOQ,2001,{CFABE38B-D1D5-44A9-BE6C-B624489E173F},,,,,
-121.951805635,37.01219416,1261,2001,2001-SOQ-main-6,SOQ-main-6,2001/10/11 00:00:00+00,1,5.7,5.1,0.5,2.8,2.9,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,SOQ,2001,{35248C83-CAAB-4FF7-8E07-AF059D732AAA},,,,,
-121.947677056,37.016148403,1262,2001,2001-SOQ-main-7,SOQ-main-7,2001/10/10 00:00:00+00,1,27.5,26.4,1.1,21.5,6,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,SOQ,2001,{80F783F0-EFC2-4ED4-8EFE-D0AF8E8C2985},,,,,
-121.946313581,37.0191695410001,1263,2001,2001-SOQ-main-8,SOQ-main-8,2001/10/10 00:00:00+00,1,12.4,11.4,1.4,6.3,6.1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,SOQ,2001,{3B558083-B978-4FC9-9CAE-50D99D1934D5},,,,,
-121.946918149,37.0251513910001,1264,2001,2001-SOQ-main-9,SOQ-main-9,2001/10/12 00:00:00+00,1,20.7,18.8,1.7,6.6,14.1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,SOQ,2001,{D3C7DDD8-CCCD-4B75-8AFE-DDE8DCFBDC0C},,,,,
-121.941414443,37.032375244,1265,2001,2001-SOQ-main-10,SOQ-main-10,2001/10/16 00:00:00+00,1,15.5,12.9,0.9,9.4,6.1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,SOQ,2001,{9DF64C7C-847B-40B4-A186-3D78A6ABEF6C},,,,,
-121.941648639,37.03405551,1266,2001,2001-SOQ-main-11,SOQ-main-11,2001/10/11 00:00:00+00,1,31.6,31.7,0.3,29.1,2.5,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,SOQ,2001,{E2616196-684B-4BC9-90A7-9B97C8FB8903},,,,,
-121.942020396,37.041043158,1267,2001,2001-SOQ-main-12,SOQ-main-12,2001/10/16 00:00:00+00,1,34.4,33.1,0.9,28.9,5.5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,SOQ,2001,{FD063C79-9548-44F5-AAA5-60C2995C3AC4},,,,,
-121.928686622,37.0476689430001,1268,2001,2001-SOQ-east-13a,SOQ-east-13a,2001/10/17 00:00:00+00,1,26.2,24,2.1,23.1,3.1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,SOQ,2001,{220F5870-BA5C-465E-8955-5A57CECA378B},,,,,
-121.923429695,37.054391078,1269,2001,2001-SOQ-east-13b,SOQ-east-13b,2001/10/17 00:00:00+00,1,47.3,45.9,1.4,43.9,3.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,SOQ,2001,{093EF505-B03B-4EEA-AD45-546004F19E85},,,,,
-121.923258958,37.0571134740001,1270,2001,2001-SOQ-east-14,SOQ-east-14,2001/10/17 00:00:00+00,1,37.7,37.2,1.9,24.3,13.4,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,SOQ,2001,{590A92E2-FECA-49B7-BC13-75684837D0FA},,,,,
-121.926383465,37.0700695,1271,2001,2001-SOQ-east-15,SOQ-east-15,2001/10/18 00:00:00+00,1,38.3,35.4,2.9,35.4,2.9,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,SOQ,2001,{665C3EF9-81DA-4D8A-A9DF-8F8093CBEFC7},,,,,
-121.918968933,37.0795765560001,1272,2001,2001-SOQ-east-16,SOQ-east-16,2001/10/18 00:00:00+00,1,85.7,77.6,8.1,77.6,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,SOQ,2001,{A8D70E03-56BD-4BB4-BC4D-5FCCE3D98B18},,,,,
-121.907720358,37.084835393,1273,2001,2001-SOQ-east-17,SOQ-east-17,2001/10/19 00:00:00+00,1,96.3,78.1,18.2,78.1,18.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,SOQ,2001,{56CAAEF7-56D2-40FF-A93C-A598E4EF3F48},,,,,
-121.93877241,37.045014225,1274,2001,2001-SOQ-west-19,SOQ-west-19,2001/10/22 00:00:00+00,1,37.8,36.6,1.2,36.6,1.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,SOQ,2001,{AE4C1980-5DD6-4773-864A-EBC4A7D1D0B0},,,,,
-121.949259636,37.0657811460001,1275,2001,2001-SOQ-west-20,SOQ-west-20,2001/10/22 00:00:00+00,1,28.3,26.2,2.1,26.2,2.1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,SOQ,2001,{F04E1AA6-CC78-49EE-AACD-EC1A5F57775F},,,,,
-121.955335956,36.986419529,1276,2002,2002-SOQ-main-1,SOQ-main-1,2002/09/27 00:00:00+00,1,7.4,6.7,0.6,3.5,3.9,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,SOQ,2002,{523C1CB8-E01B-4F48-A64E-307632052463},,,,,
-121.954999876,36.995646128,1277,2002,2002-SOQ-main-3,SOQ-main-3,2002/09/27 00:00:00+00,1,14.8,14.1,0.5,10.4,4.4,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,SOQ,2002,{1950393C-6EFD-4C6A-B7F5-44F6B3E5956B},,,,,
-121.954292624,36.9994145530001,1278,2002,2002-SOQ-main-4,SOQ-main-4,2002/10/01 00:00:00+00,1,33.3,28.8,2.6,20,13.3,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,SOQ,2002,{E9A94741-5CB4-4E2E-8169-802E422733A6},,,,,
-121.951805635,37.01219416,1279,2002,2002-SOQ-main-6,SOQ-main-6,2002/10/03 00:00:00+00,1,47.69,46.4,1.3,42.9,4.7,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,SOQ,2002,{1E33BA5E-94B7-4055-81CA-671D0D9B4CA6},,,,,
-121.946313581,37.0191695410001,1280,2002,2002-SOQ-main-8,SOQ-main-8,2002/10/02 00:00:00+00,1,59.2,57.2,1.6,49.6,9.6,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,SOQ,2002,{259D31DF-761A-4B93-A0A6-DA81FD6F6ADC},,,,,
-121.946918149,37.0251513910001,1281,2002,2002-SOQ-main-9,SOQ-main-9,2002/10/01 00:00:00+00,1,94.8,92.5,2.6,79.7,15.1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,SOQ,2002,{16DFCBC3-C62A-4B39-B295-34EC617D056A},,,,,
-121.941414443,37.032375244,1282,2002,2002-SOQ-main-10,SOQ-main-10,2002/10/01 00:00:00+00,1,70.7,68.8,1.8,60.8,9.9,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,SOQ,2002,{7053BD59-5017-448B-BBC3-588A519624BA},,,,,
-121.942020396,37.041043158,1283,2002,2002-SOQ-main-12,SOQ-main-12,2002/10/03 00:00:00+00,1,65.5,65.1,0.3,60.1,5.4,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,SOQ,2002,{1EE9841C-F56D-4A01-B875-211AD88E2598},,,,,
-121.928686622,37.0476689430001,1284,2002,2002-SOQ-east-13a,SOQ-east-13a,2002/10/04 00:00:00+00,1,142,73.4,2.6,138.3,3.7,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,SOQ,2002,{420558D2-99CE-4E4D-A48B-C2601F4B4A77},,,,,
-121.923429695,37.054391078,1285,2002,2002-SOQ-east-13b,SOQ-east-13b,2002/10/04 00:00:00+00,1,110.6,109.5,2,105.1,5.5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,SOQ,2002,{4EBE140C-ED02-414E-A439-2455CB680BFF},,,,,
-121.923258958,37.0571134740001,1286,2002,2002-SOQ-east-14,SOQ-east-14,2002/10/04 00:00:00+00,1,107.6,104.6,2.9,101.7,5.9,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,SOQ,2002,{63B00C7D-3461-4674-863A-E4EBE6DC0602},,,,,
-121.926383465,37.0700695,1287,2002,2002-SOQ-east-15,SOQ-east-15,2002/10/09 00:00:00+00,1,91.6,87.1,4.3,84.9,6.7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,SOQ,2002,{42B1FFCF-869F-4783-BE30-9E35732DB2C8},,,,,
-121.918968933,37.0795765560001,1288,2002,2002-SOQ-east-16,SOQ-east-16,2002/10/09 00:00:00+00,1,121.9,113.9,8,113.9,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,SOQ,2002,{921284F8-8F16-463B-8C87-84E297B050AC},,,,,
-121.907720358,37.084835393,1289,2002,2002-SOQ-east-17,SOQ-east-17,2002/10/10 00:00:00+00,1,129.5,112.4,17,112.4,17.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,SOQ,2002,{C42BD774-1D5A-4E40-954F-9FFC1E90481D},,,,,
-121.949259636,37.0657811460001,1290,2002,2002-SOQ-west-20,SOQ-west-20,2002/10/10 00:00:00+00,1,52.1,49.2,2.9,49.2,2.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,SOQ,2002,{39886754-1463-4F6A-9981-E6CDBE91A13E},,,,,
-121.950171276,37.0706185870001,1291,2002,2002-SOQ-west-21,SOQ-west-21,2002/10/08 00:00:00+00,1,119,107.2,11.9,107.2,11.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,SOQ,2002,{FAFFAB23-C5FA-4BE0-BEDA-932F9D9F6FE7},,,,,
-121.953446597,37.076736489,1292,2002,2002-SOQ-west-22,SOQ-west-22,2002/10/08 00:00:00+00,1,65.5,56.2,9.3,56.2,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,SOQ,2002,{38A42FA0-351D-452D-AD86-7675F46DC748},,,,,
-122.074860162,37.0568439360001,1293,2003,2003-SLR-main-6,SLR-main-6,2003/09/09 00:00:00+00,1,4.7,4.4,0.3,4.1,0.6,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,SLR,2003,{94878B30-2935-4BF2-BD3B-D3E0AA2583F2},,,,,
-122.089860132,37.0883095230001,1294,2003,2003-SLR-main-7,SLR-main-7,2003/09/11 00:00:00+00,1,29.4,9.7,0.4,23.6,5.8,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,SLR,2003,{44FA3858-1286-43ED-BC71-F1BCD85CC2B0},,,,,
-122.104038011,37.106837592,1295,2003,2003-SLR-main-8,SLR-main-8,2003/09/11 00:00:00+00,1,32.3,30.5,2,27.9,4.4,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,SLR,2003,{A2040ACE-9850-4126-ACA9-C77D6FDA5413},,,,,
-122.119096786,37.1206429900001,1296,2003,2003-SLR-main-9,SLR-main-9,2003/09/11 00:00:00+00,1,17.4,17.6,0.8,15.4,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,SLR,2003,{055F3567-A6DD-4EC7-9D9B-973B0DA7A5B5},,,,,
-122.134448816,37.1542364410001,1297,2003,2003-SLR-main-10,SLR-main-10,2003/09/10 00:00:00+00,1,51.9,45.1,6.8,45.1,6.8,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,SLR,2003,{CE21F5BA-35F7-41E8-B462-EC37FD7B284E},,,,,
